Percentage_I_2004,Percentage_R_2004,County_FIPS,Percentage_D_2008,Percentage_R_2008,Percentage_D_2012,Percentage_I_2012,Percentage_R_2012,Percentage_D_2016,Percentage_I_2016,Percentage_R_2016,County,Inc_2013,Inc_2014,Inc_2015,Inc_Rank,Pct_Chg_2014,Pct_Chg_2015,Pct_Rank,State,Name,Labor_Force,Employed,Unemp_Level,Unemp_Rate,total_pop,pct_male,pct_female,pct_old,pct_latino,pct_white,pct_black,pct_no_hs,pct_some_hs,pct_hs,pct_some_college,pct_associates,pct_bachelors,pct_graduate,pct_hs_less,own_code,industry_code,agglvl_code,size_code,year,qtr,disclosure_code,qtrly_estabs,month1_emplvl,month2_emplvl,month3_emplvl,total_qtrly_wages,taxable_qtrly_wages,qtrly_contributions,avg_wkly_wage,lq_disclosure_code,lq_qtrly_estabs,lq_month1_emplvl,lq_month2_emplvl,lq_month3_emplvl,lq_total_qtrly_wages,lq_taxable_qtrly_wages,lq_qtrly_contributions,lq_avg_wkly_wage,oty_disclosure_code,oty_qtrly_estabs_chg,oty_qtrly_estabs_pct_chg,oty_month1_emplvl_chg,oty_month1_emplvl_pct_chg,oty_month2_emplvl_chg,oty_month2_emplvl_pct_chg,oty_month3_emplvl_chg,oty_month3_emplvl_pct_chg,oty_total_qtrly_wages_chg,oty_total_qtrly_wages_pct_chg,oty_taxable_qtrly_wages_chg,oty_taxable_qtrly_wages_pct_chg,oty_qtrly_contributions_chg,oty_qtrly_contributions_pct_chg,oty_avg_wkly_wage_chg,oty_avg_wkly_wage_pct_chg
8.5,66.0,1067.0,35.0,65.0,35.0,0.2,64.4,28.51,0.67,70.13,Henry,34313.0,35044.0,35727.0,19.0,2.1,1.9,59.0,AL," Henry County, AL                         ","      6,899 ","      6,465 ",      434 ,6.3,17270.0,47.6,52.4,23.6,2.4,68.1,27.7,,,,,,,,,0.0,10.0,70.0,0.0,2016.0,1.0,,333.0,3289.0,3229.0,3230.0,28713471.0,15624156.0,177711.0,680.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,6.0,1.8,-72.0,-2.1,-176.0,-5.2,-158.0,-4.7,-491193.0,-1.7,-617379.0,-3.8,-93837.0,-34.6,16.0,2.4
6.5,74.0,1069.0,30.0,70.0,29.5,0.233333333333,69.8,25.09,1.085,72.72,Houston,36433.0,37288.0,38284.0,7.0,2.3,2.7,45.0,AL," Houston County, AL                       ","     44,918 ","     42,391 ","    2,527 ",5.6,103079.0,47.9,52.1,18.5,3.2,68.0,26.0,4.19985720486,9.31808318517,31.9105150425,24.2233764052,9.07869132449,12.663969425,8.60550741275,45.4284554325,0.0,10.0,70.0,0.0,2016.0,1.0,,2924.0,45752.0,45957.0,46243.0,443757351.0,209651618.0,2869574.0,742.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,75.0,2.6,-137.0,-0.3,-186.0,-0.4,-251.0,-0.5,309034.0,0.1,971473.0,0.5,-1001010.0,-25.9,3.0,0.4
10.75,57.0,1071.0,31.0,68.0,28.3,0.5,70.2,17.62,1.15,80.07,Jackson,32119.0,33084.0,33930.0,29.0,3.0,2.6,47.0,AL," Jackson County, AL                       ","     24,036 ","     22,579 ","    1,457 ",6.1,53012.0,49.4,50.6,21.4,2.7,89.7,3.2,6.31624138024,12.6995626392,43.9158550001,17.2019640988,10.6281359843,6.88239555663,2.35584534063,62.9316590196,0.0,10.0,70.0,0.0,2016.0,1.0,,965.0,15923.0,15877.0,16142.0,133243227.0,76186114.0,1647590.0,641.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,12.0,1.3,-13.0,-0.1,-126.0,-0.8,91.0,0.6,5002085.0,3.9,3444539.0,4.7,-499460.0,-23.3,24.0,3.9
11.5,54.0,1073.0,52.0,47.0,52.6,0.233333333333,46.6,52.24,1.36,45.02,Jefferson,44605.0,46426.0,47718.0,2.0,4.1,2.8,42.0,AL," Jefferson County, AL                     ","    313,040 ","    295,081 ","   17,959 ",5.7,658834.0,47.3,52.7,17.0,3.8,51.2,42.1,3.18496564491,7.69562818185,26.2068781373,22.9865338745,8.35269144505,19.419968671,12.1533340454,37.0874719641,0.0,10.0,70.0,0.0,2016.0,1.0,,18095.0,335690.0,336798.0,337471.0,4508680046.0,1676919703.0,24309572.0,1030.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,613.0,3.5,2170.0,0.7,2425.0,0.7,2463.0,0.7,-127601897.0,-2.8,11728077.0,0.7,-6229734.0,-20.4,-37.0,-3.5
7.25,71.0,1075.0,23.0,77.0,23.0,0.3,76.2,14.93,0.55,83.95,Lamar,28944.0,29333.0,30593.0,55.0,1.3,4.3,5.0,AL," Lamar County, AL                         ","      5,763 ","      5,459 ",      304 ,5.3,14268.0,48.1,51.9,23.2,1.4,86.0,11.6,,,,,,,,,0.0,10.0,70.0,0.0,2016.0,1.0,,277.0,3375.0,3405.0,3404.0,30065149.0,17410567.0,197368.0,681.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,3.0,1.1,70.0,2.1,142.0,4.4,151.0,4.6,1169790.0,4.0,814737.0,4.9,-53880.0,-21.4,2.0,0.3
10.0,60.0,1077.0,35.0,63.0,33.9,0.466666666667,64.8,25.44,1.54,71.45,Lauderdale,32838.0,34341.0,35189.0,22.0,4.6,2.5,53.0,AL," Lauderdale County, AL                    ","     43,142 ","     40,570 ","    2,572 ",6.0,92780.0,47.9,52.1,20.9,2.3,85.1,9.9,5.15824085491,9.10240601979,33.6826962598,23.0152707958,5.5566094407,13.5303044674,9.95447216162,47.9433431345,0.0,10.0,70.0,0.0,2016.0,1.0,,2062.0,29001.0,29142.0,29575.0,232329094.0,124404506.0,1946039.0,611.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,55.0,2.7,508.0,1.8,768.0,2.7,990.0,3.5,1764091.0,0.8,4083718.0,3.4,-530969.0,-21.4,-12.0,-1.9
11.25,55.0,1079.0,35.0,64.0,35.9,0.4,62.9,24.69,0.955,73.39,Lawrence,31016.0,31964.0,32320.0,37.0,3.1,1.1,65.0,AL," Lawrence County, AL                      ","     14,084 ","     13,182 ",      902 ,6.4,33835.0,48.6,51.4,18.9,2.0,76.5,11.1,4.40369314556,15.542696677,43.9560907118,15.4661107093,8.77760285921,9.07118240225,2.78262349487,63.9024805344,0.0,10.0,70.0,0.0,2016.0,1.0,,428.0,4667.0,4683.0,4746.0,37977636.0,17247663.0,288453.0,622.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,0.0,112.0,2.5,125.0,2.7,126.0,2.7,1185826.0,3.2,1072800.0,6.6,-30545.0,-9.6,4.0,0.6
9.25,63.0,1081.0,40.0,60.0,39.3,0.5,59.2,36.39,2.04,59.51,Lee,31413.0,32509.0,33622.0,30.0,3.5,3.4,17.0,AL," Lee County, AL                           ","     74,146 ","     70,601 ","    3,545 ",4.8,147790.0,49.3,50.7,12.6,3.7,68.6,22.9,2.74146479057,5.84202132853,23.4592143376,26.421992471,7.27187910216,20.4324289139,13.8309990562,32.0427004567,0.0,10.0,70.0,0.0,2016.0,1.0,,3045.0,54763.0,55147.0,55291.0,485517502.0,209559065.0,2876491.0,678.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,172.0,6.0,631.0,1.2,675.0,1.2,467.0,0.9,109188.0,0.0,8453511.0,4.2,-992303.0,-25.6,-7.0,-1.0
8.0,68.0,1083.0,29.0,71.0,27.7,0.333333333333,71.4,23.7,1.56,73.15,Limestone,35802.0,36360.0,37260.0,11.0,1.6,2.5,52.0,AL," Limestone County, AL                     ","     40,544 ","     38,515 ","    2,029 ",5.0,87167.0,50.5,49.5,16.6,5.7,77.8,12.7,6.09632606563,9.64051770514,31.2616689345,20.1338565235,6.94914717889,15.3697667795,10.5487168128,46.9985127053,0.0,10.0,70.0,0.0,2016.0,1.0,,1401.0,22611.0,22911.0,23159.0,262922679.0,106564298.0,2588937.0,883.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,51.0,3.8,802.0,3.7,615.0,2.8,229.0,1.0,27723076.0,11.8,9130575.0,9.4,60726.0,2.4,73.0,9.0
17.5,30.0,1085.0,75.0,25.0,76.4,0.0666666666667,23.3,73.12,0.315,26.22,Lowndes,35070.0,36519.0,37720.0,9.0,4.1,3.3,25.0,AL," Lowndes County, AL                       ","      3,916 ","      3,511 ",      405 ,10.3,10918.0,47.2,52.8,18.9,0.9,25.2,73.5,,,,,,,,,0.0,10.0,70.0,0.0,2016.0,1.0,,161.0,2421.0,2382.0,2370.0,25473862.0,12258885.0,243599.0,820.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,8.0,5.2,161.0,7.1,107.0,4.7,116.0,5.1,954592.0,3.9,1174454.0,10.6,16535.0,7.3,-13.0,-1.6
20.75,17.0,1087.0,87.0,13.0,87.1,0.0333333333333,12.7,82.72,0.66,15.93,Macon,29275.0,30431.0,31191.0,50.0,3.9,2.5,51.0,AL," Macon County, AL                         ","      8,100 ","      7,529 ",      571 ,7.0,20505.0,45.9,54.1,18.9,1.5,15.9,81.1,,,,,,,,,0.0,10.0,70.0,0.0,2016.0,1.0,,235.0,4726.0,4710.0,4713.0,49693872.0,11407073.0,152831.0,811.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,2.0,0.9,55.0,1.2,5.0,0.1,-13.0,-0.3,548923.0,1.1,622591.0,5.8,-35600.0,-18.9,7.0,0.9
10.25,59.0,1089.0,42.0,57.0,40.0,0.466666666667,58.6,39.15,2.455,55.93,Madison,43391.0,44642.0,45836.0,3.0,2.9,2.7,44.0,AL," Madison County, AL                       ","    172,438 ","    163,881 ","    8,557 ",5.0,343229.0,49.0,51.0,16.1,4.7,65.8,23.7,2.54712854375,6.12202387152,22.2150936322,19.283437832,8.47834690774,26.0353698419,15.3185993709,30.8842460475,0.0,10.0,70.0,0.0,2016.0,1.0,,9326.0,188351.0,189098.0,189941.0,2622156450.0,897653943.0,15396012.0,1066.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,334.0,3.7,5287.0,2.9,5603.0,3.1,6398.0,3.5,111734437.0,4.5,34680267.0,4.0,-3190677.0,-17.2,13.0,1.2
12.25,51.0,1091.0,52.0,48.0,53.5,0.1,46.2,51.21,0.525,47.71,Marengo,34093.0,35186.0,35761.0,18.0,3.2,1.6,62.0,AL," Marengo County, AL                       ","      7,899 ","      7,331 ",      568 ,7.2,20489.0,46.6,53.4,21.6,2.1,45.8,51.1,10.4262719405,8.47690689962,31.5376526733,20.0032354606,9.44754509423,12.0520909164,8.05629701529,50.4408315134,0.0,10.0,70.0,0.0,2016.0,1.0,,512.0,7226.0,7195.0,7249.0,69248829.0,34638987.0,496828.0,737.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,9.0,1.8,386.0,5.6,320.0,4.7,445.0,6.5,3565467.0,5.4,1743269.0,5.3,-100328.0,-16.8,-2.0,-0.3
7.5,70.0,1093.0,21.0,78.0,18.6,0.433333333333,80.1,11.09,0.8,87.3,Marion,26918.0,28206.0,28972.0,64.0,4.8,2.7,43.0,AL," Marion County, AL                        ","     12,978 ","     12,164 ",      814 ,6.3,30527.0,49.6,50.4,24.3,2.3,92.1,3.5,8.50905712959,11.7231769624,36.0752438458,22.1644217371,9.57733395262,7.40362285183,4.54714352067,56.3074779378,0.0,10.0,70.0,0.0,2016.0,1.0,,621.0,9767.0,9806.0,9812.0,76063041.0,44505278.0,1079828.0,597.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,7.0,1.1,421.0,4.5,307.0,3.2,353.0,3.7,2982204.0,4.1,2722426.0,6.5,-63159.0,-5.5,1.0,0.2
7.0,72.0,1095.0,21.0,78.0,19.3,0.4,79.4,14.05,1.19,83.56,Marshall,31049.0,32143.0,32996.0,33.0,3.5,2.7,46.0,AL," Marshall County, AL                      ","     42,002 ","     39,841 ","    2,161 ",5.1,94121.0,49.2,50.8,18.9,12.6,83.0,1.8,7.93901980446,13.311606919,28.7509400852,23.8718977187,9.37421659564,10.177989471,6.57432940587,50.0015668087,0.0,10.0,70.0,0.0,2016.0,1.0,,2036.0,34674.0,34882.0,35359.0,289526458.0,167935994.0,2585349.0,637.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,34.0,1.7,975.0,2.9,914.0,2.7,1205.0,3.5,9851987.0,3.5,9457463.0,6.0,-487239.0,-15.9,3.0,0.5
10.25,59.0,1097.0,46.0,54.0,45.0,0.233333333333,54.3,41.88,1.18,55.74,Mobile,33459.0,34190.0,35348.0,20.0,2.2,3.4,20.0,AL," Mobile County, AL                        ","    184,956 ","    172,673 ","   12,283 ",6.6,414045.0,47.9,52.1,17.2,2.6,58.4,34.9,3.57373093476,11.1440044658,32.3562566402,22.0992923127,7.32789512542,16.3564006987,7.14241982245,47.0739920408,0.0,10.0,70.0,0.0,2016.0,1.0,,9882.0,166578.0,167101.0,168377.0,1781392929.0,807602885.0,13942579.0,819.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,368.0,3.9,1812.0,1.1,1344.0,0.8,1700.0,1.0,-13362703.0,-0.7,11777996.0,1.5,-3485496.0,-20.0,-14.0,-1.7
9.75,61.0,1099.0,45.0,55.0,45.9,0.166666666667,53.7,42.31,0.505,56.66,Monroe,28855.0,29829.0,30784.0,53.0,3.4,3.2,29.0,AL," Monroe County, AL                        ","      7,409 ","      6,792 ",      617 ,8.3,22509.0,47.9,52.1,20.3,1.0,54.8,41.7,5.90859181993,13.1347790283,52.9028273401,13.5328026352,4.7419709031,6.95168816909,2.82734010431,71.9461981883,0.0,10.0,70.0,0.0,2016.0,1.0,,438.0,6084.0,6115.0,6110.0,59105882.0,29141161.0,394283.0,745.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,6.0,1.4,20.0,0.3,31.0,0.5,28.0,0.5,-389656.0,-0.7,220299.0,0.8,-144130.0,-26.8,-8.0,-1.1
12.75,49.0,1101.0,60.0,40.0,61.9,0.166666666667,37.6,62.03,1.04,35.87,Montgomery,37961.0,39184.0,40474.0,4.0,3.2,3.3,24.0,AL," Montgomery County, AL                    ","    104,766 ","     98,832 ","    5,934 ",5.7,228850.0,47.5,52.5,15.6,3.5,37.3,55.4,4.20504470804,10.3417187532,25.2538164986,21.6018192705,7.02141545169,19.676918005,11.899267313,39.8005799598,0.0,10.0,70.0,0.0,2016.0,1.0,,6380.0,128920.0,129721.0,130023.0,1364790246.0,540912519.0,8426803.0,810.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,124.0,2.0,1941.0,1.5,2269.0,1.8,1967.0,1.5,34712642.0,2.6,18057864.0,3.5,-1886792.0,-18.3,8.0,1.0
7.75,69.0,1103.0,28.0,72.0,27.2,0.333333333333,71.8,22.43,1.38,74.79,Morgan,33956.0,35237.0,36345.0,13.0,3.8,3.1,32.0,AL," Morgan County, AL                        ","     55,735 ","     52,747 ","    2,988 ",5.4,119744.0,49.1,50.9,18.5,7.8,77.1,11.9,5.72857990818,11.7406209495,27.7392157575,24.65021623,7.92964349311,15.4607454786,6.75097818318,45.2084166152,0.0,10.0,70.0,0.0,2016.0,1.0,,2748.0,46012.0,45888.0,46306.0,485546519.0,237756814.0,3686816.0,811.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,73.0,2.7,-358.0,-0.8,-159.0,-0.3,127.0,0.3,11931629.0,2.5,5711013.0,2.5,-1127145.0,-23.4,22.0,2.8
17.0,32.0,1105.0,73.0,27.0,74.8,0.1,24.8,72.74,0.27,26.69,Perry,29336.0,28029.0,29414.0,61.0,-4.5,4.9,1.0,AL," Perry County, AL                         ","      3,675 ","      3,314 ",      361 ,9.8,10203.0,46.4,53.6,22.5,0.9,29.8,68.4,,,,,,,,,0.0,10.0,70.0,0.0,2016.0,1.0,,153.0,2035.0,2036.0,2074.0,15514329.0,7026496.0,91030.0,583.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,5.0,3.4,-39.0,-1.9,-55.0,-2.6,-46.0,-2.2,644704.0,4.3,494992.0,7.6,-23416.0,-20.5,37.0,6.8
10.75,57.0,1107.0,46.0,54.0,46.3,0.133333333333,53.3,41.83,0.355,57.44,Pickens,31570.0,30152.0,30139.0,58.0,-4.5,0.0,67.0,AL," Pickens County, AL                       ","      8,248 ","      7,715 ",      533 ,6.5,19629.0,48.2,51.8,21.9,0.8,55.6,42.7,7.63625548368,14.402557811,38.5902297569,19.7412447022,7.49498103948,9.39846828761,2.73626291918,60.6290430515,0.0,10.0,70.0,0.0,2016.0,1.0,,332.0,3780.0,3761.0,3775.0,33816185.0,14994925.0,217337.0,690.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,3.0,0.9,95.0,2.6,67.0,1.8,33.0,0.9,1266105.0,3.9,415101.0,2.8,-68708.0,-24.0,15.0,2.2
9.25,63.0,1109.0,42.0,58.0,42.7,0.233333333333,56.5,38.68,1.165,58.97,Pike,31599.0,33959.0,35323.0,21.0,7.5,4.0,9.0,AL," Pike County, AL                          ","     15,468 ","     14,503 ",      965 ,6.2,33216.0,47.5,52.5,16.1,2.3,57.2,36.4,5.77591494582,14.0462073196,35.3404211818,18.8100592926,6.49662645676,10.8617869556,8.66898384788,55.1625434471,0.0,10.0,70.0,0.0,2016.0,1.0,,698.0,13769.0,13828.0,13912.0,130710246.0,61605233.0,1063163.0,727.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,8.0,1.2,228.0,1.7,190.0,1.4,447.0,3.3,2595658.0,2.0,830195.0,1.4,-346436.0,-24.6,0.0,0.0
8.0,68.0,1111.0,30.0,69.0,29.6,0.3,69.5,22.6,0.7,75.98,Randolph,29846.0,31581.0,32119.0,39.0,5.8,1.7,60.0,AL," Randolph County, AL                      ","      9,502 ","      8,991 ",      511 ,5.4,22724.0,48.8,51.2,21.3,2.9,75.2,19.9,4.7827204937,14.6245821548,33.6397531499,18.5844690152,8.60761121111,13.0239136025,6.73695037285,53.0470557984,0.0,10.0,70.0,0.0,2016.0,1.0,,372.0,4569.0,4626.0,4654.0,36272841.0,19985152.0,324626.0,604.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,5.0,1.4,-254.0,-5.3,-189.0,-3.9,-169.0,-3.5,77481.0,0.2,-731720.0,-3.5,-133364.0,-29.1,26.0,4.5
12.5,50.0,1113.0,54.0,46.0,55.6,0.166666666667,43.9,50.04,0.905,48.12,Russell,27921.0,27955.0,29001.0,63.0,0.1,3.7,12.0,AL," Russell County, AL                       ","     24,521 ","     23,202 ","    1,319 ",5.4,56980.0,48.5,51.5,15.5,4.5,50.6,41.4,5.69310073386,11.0713288134,27.6376933039,26.9749371524,12.043879028,9.49442624616,7.08463472233,44.4021228511,0.0,10.0,70.0,0.0,2016.0,1.0,,884.0,13444.0,13527.0,13630.0,117294711.0,59185443.0,880370.0,667.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,23.0,2.7,135.0,1.0,73.0,0.5,124.0,0.9,-718931.0,-0.6,2466621.0,4.3,-207517.0,-19.1,-9.0,-1.3
4.75,81.0,1115.0,18.0,81.0,16.5,0.333333333333,82.6,14.62,1.06,83.24,St. Clair,32020.0,33395.0,34400.0,24.0,4.3,3.0,36.0,AL," St. Clair County, AL                     ","     38,790 ","     36,803 ","    1,987 ",5.1,85242.0,50.0,50.0,17.8,2.2,86.6,9.3,4.71036080768,11.7163190996,35.8225753062,23.1198278716,11.4498510427,7.9030122476,5.27805362463,52.2492552135,0.0,10.0,70.0,0.0,2016.0,1.0,,1431.0,18687.0,18806.0,18881.0,162615061.0,89884671.0,1429927.0,666.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,34.0,2.4,490.0,2.7,452.0,2.5,519.0,2.8,6406197.0,4.1,4942234.0,5.8,-299004.0,-17.3,10.0,1.5
4.75,81.0,1117.0,23.0,77.0,21.6,0.366666666667,77.3,23.11,1.725,73.42,Shelby,45703.0,47730.0,49212.0,1.0,4.4,3.1,33.0,AL," Shelby County, AL                        ","    107,955 ","    103,379 ","    4,576 ",4.2,201168.0,48.7,51.3,15.1,5.9,79.2,11.4,2.96347248913,5.35963749052,21.7193671685,21.4470595744,8.07278555068,28.1618528263,12.2758249005,30.0424771481,0.0,10.0,70.0,0.0,2016.0,1.0,,5623.0,82825.0,83703.0,83526.0,1073346265.0,472504502.0,7109850.0,991.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,274.0,5.1,1806.0,2.2,1949.0,2.4,1359.0,1.7,21314142.0,2.0,18280066.0,4.0,-1248951.0,-14.9,0.0,0.0
17.75,29.0,1119.0,75.0,25.0,77.2,0.1,22.6,74.15,0.55,24.73,Sumter,30379.0,30445.0,30695.0,54.0,0.2,0.8,66.0,AL," Sumter County, AL                        ","      5,304 ","      4,932 ",      372 ,7.0,13433.0,45.1,54.9,19.0,0.5,24.5,73.0,,,,,,,,,0.0,10.0,70.0,0.0,2016.0,1.0,,233.0,2997.0,3016.0,3068.0,27050435.0,11432620.0,241564.0,687.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,-1.0,-0.4,1.0,0.0,-9.0,-0.3,-31.0,-1.0,280859.0,1.0,52497.0,0.5,-15500.0,-6.0,10.0,1.5
9.5,62.0,1121.0,41.0,59.0,41.7,0.233333333333,57.7,36.45,0.77,62.0,Talladega,29635.0,30827.0,31805.0,41.0,4.0,3.2,30.0,AL," Talladega County, AL                     ","     35,021 ","     32,709 ","    2,312 ",6.6,81673.0,48.6,51.4,18.6,2.1,64.0,31.8,7.40141808683,17.1627601159,32.7581611075,19.2436870257,8.81950491355,9.22289552716,5.39157322339,57.3223393101,0.0,10.0,70.0,0.0,2016.0,1.0,,1325.0,28992.0,28899.0,29149.0,306851771.0,151169583.0,2100026.0,814.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,13.0,1.0,-185.0,-0.6,-420.0,-1.4,-441.0,-1.5,6635971.0,2.2,-311480.0,-0.2,-822484.0,-28.1,27.0,3.4
7.75,69.0,1123.0,32.0,68.0,33.5,0.2,65.9,28.48,0.715,70.07,Tallapoosa,34184.0,34756.0,35942.0,15.0,1.7,3.4,18.0,AL," Tallapoosa County, AL                    ","     19,214 ","     18,228 ",      986 ,5.1,41295.0,48.4,51.6,22.2,2.5,69.1,27.4,5.93261048586,15.2449903925,32.5315673895,21.2462256382,8.15948394181,11.3505352731,5.53458687895,53.7091682679,0.0,10.0,70.0,0.0,2016.0,1.0,,805.0,13257.0,13432.0,13562.0,104824813.0,62148714.0,1121231.0,601.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,18.0,2.3,239.0,1.8,322.0,2.5,390.0,3.0,2552338.0,2.5,1876536.0,3.1,-254564.0,-18.5,0.0,0.0
9.5,62.0,1125.0,42.0,58.0,40.8,0.333333333333,58.2,38.85,1.375,58.37,Tuscaloosa,33897.0,34994.0,36016.0,14.0,3.2,2.9,38.0,AL," Tuscaloosa County, AL                    ","    100,871 ","     95,527 ","    5,344 ",5.3,198670.0,48.3,51.7,14.1,3.2,63.9,30.3,3.89886861052,9.53508583092,29.9941796031,19.4592612083,6.11938989483,19.977515727,11.0156991253,43.4281340445,0.0,10.0,70.0,0.0,2016.0,1.0,,4429.0,90396.0,90941.0,90947.0,943820659.0,394037546.0,5523373.0,800.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,135.0,3.1,397.0,0.4,497.0,0.5,196.0,0.2,7738354.0,0.8,2415898.0,0.6,-1880853.0,-25.4,3.0,0.4
8.0,68.0,1127.0,26.0,73.0,23.0,0.366666666667,75.9,15.34,0.935,82.78,Walker,34737.0,35763.0,37056.0,12.0,3.0,3.6,13.0,AL," Walker County, AL                        ","     26,020 ","     24,113 ","    1,907 ",7.3,66211.0,48.6,51.4,22.0,2.2,89.9,5.5,6.92802369008,10.7400941416,40.2399946962,22.4790612362,10.2052993304,5.89821219421,3.50931471128,57.9081125279,0.0,10.0,70.0,0.0,2016.0,1.0,,1362.0,17831.0,17840.0,17984.0,156619364.0,78550585.0,1222700.0,674.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,15.0,1.1,-424.0,-2.3,-427.0,-2.3,-297.0,-1.6,-3244120.0,-2.0,-1046543.0,-1.3,-281465.0,-18.7,1.0,0.1
9.5,62.0,1129.0,35.0,65.0,33.9,0.166666666667,65.6,27.86,0.55,71.01,,,,,,,,,," Washington County, AL                    ","      6,886 ","      6,311 ",      575 ,8.4,17137.0,49.6,50.4,19.3,1.2,65.3,24.0,,,,,,,,,0.0,10.0,70.0,0.0,2016.0,1.0,,256.0,3508.0,3497.0,3566.0,51254708.0,18537889.0,227104.0,1119.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,15.0,6.2,-22.0,-0.6,-35.0,-1.0,59.0,1.7,-172406.0,-0.3,106786.0,0.6,-80551.0,-26.2,-4.0,-0.4
17.0,32.0,1131.0,71.0,29.0,74.3,0.0,25.6,71.02,0.235,28.49,,,,,,,,,," Wilcox County, AL                        ","      2,896 ","      2,507 ",      389 ,13.4,11367.0,46.9,53.1,20.7,0.6,27.1,72.1,,,,,,,,,0.0,10.0,70.0,0.0,2016.0,1.0,,228.0,2765.0,2785.0,2708.0,27699481.0,12385425.0,196401.0,774.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,-2.0,-0.9,54.0,2.0,58.0,2.1,-12.0,-0.4,82767.0,0.3,508731.0,4.3,546.0,0.3,-7.0,-0.9
5.5,78.0,1133.0,18.0,81.0,13.2,0.433333333333,85.6,8.49,0.77,89.95,,,,,,,,,," Winston County, AL                       ","      9,674 ","      8,992 ",      682 ,7.0,24256.0,48.6,51.4,24.6,2.7,94.5,0.5,7.8281068525,14.5702671312,37.7235772358,20.8420441347,7.10801393728,5.55168408827,6.37630662021,60.1219512195,0.0,10.0,70.0,0.0,2016.0,1.0,,471.0,7187.0,7248.0,7286.0,57544099.0,36095770.0,590022.0,611.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,6.0,1.3,-17.0,-0.2,41.0,0.6,46.0,0.6,1751125.0,3.1,2490918.0,7.4,-151320.0,-20.4,16.0,2.7
32.5,35.0,4001.0,64.0,35.0,66.4,0.85,31.9,65.36,3.07,28.48,Apache,26851.0,28189.0,29597.0,12.0,5.0,5.0,3.0,AZ," Apache County, AZ                        ","     20,903 ","     18,577 ","    2,326 ",11.1,72142.0,49.7,50.3,15.5,6.1,19.6,0.6,9.97773544196,10.8224114582,35.7770789818,23.5292767462,6.75281749948,9.02517960842,4.11550026396,56.577225882,0.0,10.0,70.0,0.0,2016.0,1.0,,594.0,17741.0,17704.0,17538.0,175130671.0,40459881.0,1308607.0,763.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,-3.0,-0.5,-149.0,-0.8,-233.0,-1.3,-322.0,-1.8,8138059.0,4.9,146204.0,0.4,29472.0,2.3,45.0,6.3
